"id","temp","atemp","windspeed","precipitation","hum","weather_type","season","yr","mnth","day","hr","weekday","classic_bike","electric_bike","casual","registered","cnt"
"2023-5-24-4","9.8","8.3","7.1","0","89",1,2,2023,5,24,4,2,43,67,17,93,110
"2023-5-24-5","10.3","9.1","6.4","0","89",1,2,2023,5,24,5,2,256,210,42,424,466
"2023-5-24-6","11","10.2","4.4","0","89",1,2,2023,5,24,6,2,765,600,110,1255,1365
"2023-5-24-7","11.9","11.4","3.3","0","88",1,2,2023,5,24,7,2,1757,1246,259,2744,3003
"2023-5-24-8","13.7","13","2.5","0","71",1,2,2023,5,24,8,2,3086,1769,380,4475,4855
"2023-5-24-9","15.4","14.3","3.4","0","61",1,2,2023,5,24,9,2,2481,1485,377,3589,3966
"2023-5-25-0","14","9.8","25.6","0","68",1,2,2023,5,25,0,3,278,335,131,482,613
"2023-5-25-1","13.6","9.7","23.8","0","71",1,2,2023,5,25,1,3,120,173,83,210,293
"2023-5-25-10","14.3","10.4","19.8","0","47",1,2,2023,5,25,10,3,1505,1049,365,2189,2554
"2023-5-25-11","15.2","12","20.9","0","46",1,2,2023,5,25,11,3,1418,1104,437,2085,2522
"2023-5-25-12","16.2","13.9","19.1","0","44",1,2,2023,5,25,12,3,1590,1283,510,2363,2873
"2023-5-25-13","17.4","15.7","17","0","40",1,2,2023,5,25,13,3,1599,1478,625,2452,3077
"2023-5-25-14","18.3","16.4","17.2","0","38",1,2,2023,5,25,14,3,1841,1731,723,2849,3572
"2023-5-25-15","18.8","16.6","16.9","0","35",1,2,2023,5,25,15,3,2118,2204,797,3525,4322
"2023-5-25-16","19.1","16.1","17.7","0","34",1,2,2023,5,25,16,3,2454,2303,833,3924,4757
"2023-5-25-17","18.9","15.1","18.5","0","36",1,2,2023,5,25,17,3,3715,2589,945,5359,6304
"2023-5-25-18","18.4","14.1","19","0","37",1,2,2023,5,25,18,3,3817,2412,1074,5155,6229
"2023-5-25-19","17.5","13.5","17.8","0","41",1,2,2023,5,25,19,3,2760,2142,862,4040,4902
"2023-5-25-2","12.9","8.6","25.9","0","71",1,2,2023,5,25,2,3,64,116,50,130,180
"2023-5-25-20","15.8","14","6.1","0","53",1,2,2023,5,25,20,3,2015,1696,716,2995,3711
"2023-5-25-21","14.6","12.7","7.9","0","60",1,2,2023,5,25,21,3,1229,1249,436,2042,2478
"2023-5-25-22","14","12.4","7.1","0","65",1,2,2023,5,25,22,3,1011,906,413,1504,1917
"2023-5-25-23","12.9","11.6","6.6","0","75",1,2,2023,5,25,23,3,707,750,351,1106,1457
"2023-5-25-3","11.6","7.1","25.2","0","70",1,2,2023,5,25,3,3,41,67,24,84,108
"2023-5-25-4","10.7","5.8","25.2","0","68",1,2,2023,5,25,4,3,50,75,24,101,125
"2023-5-25-5","10.3","5.5","24.1","0","69",1,2,2023,5,25,5,3,201,189,45,345,390
"2023-5-25-6","10","5.4","22.5","0","69",1,2,2023,5,25,6,3,704,550,107,1147,1254
"2023-5-25-7","10.6","6","23.2","0","67",1,2,2023,5,25,7,3,1555,1319,220,2654,2874
"2023-5-25-8","11.5","6.9","23.8","0","64",1,2,2023,5,25,8,3,2694,1707,344,4057,4401
"2023-5-25-9","13","8.4","21.6","0","53",1,2,2023,5,25,9,3,2302,1378,366,3314,3680
"2023-5-26-0","12.2","10.5","8.6","0","77",1,2,2023,5,26,0,4,420,454,208,666,874
"2023-5-26-1","11.2","9.6","6.8","0","79",1,2,2023,5,26,1,4,202,240,117,325,442
"2023-5-26-10","17.6","15.5","8.7","0","39",1,2,2023,5,26,10,4,1454,1030,471,2013,2484
"2023-5-26-11","18.8","17.2","10.8","0","35",1,2,2023,5,26,11,4,1695,1217,634,2278,2912
"2023-5-26-12","19.9","18.4","12","0","31",1,2,2023,5,26,12,4,1889,1481,744,2626,3370
"2023-5-26-13","20.7","19.4","12.5","0","29",1,2,2023,5,26,13,4,2084,1729,849,2964,3813
"2023-5-26-14","21.4","19.8","13.9","0","28",1,2,2023,5,26,14,4,2482,2067,988,3561,4549
"2023-5-26-15","21.7","19.6","15.3","0","28",1,2,2023,5,26,15,4,2612,2295,1063,3844,4907
"2023-5-26-16","22","19.4","14.6","0","28",1,2,2023,5,26,16,4,3049,2305,1194,4160,5354
"2023-5-26-17","22.1","18.9","13.6","0","28",1,2,2023,5,26,17,4,3286,2235,1242,4279,5521
"2023-5-26-18","21.8","18.2","14.8","0","30",1,2,2023,5,26,18,4,3194,2226,1168,4252,5420
"2023-5-26-19","20.4","17.5","11.4","0","37",1,2,2023,5,26,19,4,2545,1816,1064,3297,4361
"2023-5-26-2","10.6","9.1","6.5","0","84",1,2,2023,5,26,2,4,130,160,62,228,290
"2023-5-26-20","17.6","16.2","6.3","0","52",1,2,2023,5,26,20,4,1745,1456,781,2420,3201
"2023-5-26-21","15.6","14.1","8.4","0","64",1,2,2023,5,26,21,4,1241,1108,537,1812,2349
"2023-5-26-22","14.4","13.1","7.1","0","70",1,2,2023,5,26,22,4,971,949,464,1456,1920
"2023-5-26-23","13.8","12.4","8","0","73",1,2,2023,5,26,23,4,740,781,411,1110,1521
"2023-5-26-3","10.4","8.9","6.9","0","85",1,2,2023,5,26,3,4,73,114,45,142,187
"2023-5-26-4","10.4","8.6","8.3","0","85",1,2,2023,5,26,4,4,64,76,23,117,140
"2023-5-26-5","9.9","8.2","7.9","0","86",1,2,2023,5,26,5,4,200,177,45,332,377
"2023-5-26-6","10","8.4","7.6","0","87",1,2,2023,5,26,6,4,638,474,108,1004,1112
"2023-5-26-7","11.8","9.8","10.1","0","78",1,2,2023,5,26,7,4,1158,1024,180,2002,2182
"2023-5-26-8","13.9","11.8","9.4","0","64",1,2,2023,5,26,8,4,1892,1480,325,3047,3372
"2023-5-26-9","16","13.7","8.3","0","50",1,2,2023,5,26,9,4,1748,1260,416,2592,3008
"2023-5-27-0","13.5","11.6","8.9","0","68",1,2,2023,5,27,0,5,613,540,319,834,1153
"2023-5-27-1","12.7","10.7","7.9","0","67",1,2,2023,5,27,1,5,418,389,223,584,807
"2023-5-27-10","20.3","19","9","0","44",1,2,2023,5,27,10,5,1649,1046,662,2033,2695
"2023-5-27-11","21.8","21.5","6.4","0","37",1,2,2023,5,27,11,5,2099,1292,1023,2368,3391
"2023-5-27-12","22.8","23.2","5.4","0","34",1,2,2023,5,27,12,5,2443,1532,1199,2776,3975
"2023-5-27-13","23.7","24.4","6.1","0","32",1,2,2023,5,27,13,5,2731,1657,1383,3005,4388
"2023-5-27-14","24.2","24.6","7.3","0","31",1,2,2023,5,27,14,5,2681,1726,1508,2899,4407
"2023-5-27-15","23.6","23.3","12.3","0","38",1,2,2023,5,27,15,5,2758,1860,1578,3040,4618
"2023-5-27-16","22.3","20.6","17.4","0","42",1,2,2023,5,27,16,5,2859,1779,1614,3024,4638
"2023-5-27-17","21.6","18.5","18.1","0","39",1,2,2023,5,27,17,5,2720,1725,1545,2900,4445
"2023-5-27-18","20","16.1","20.1","0","41",1,2,2023,5,27,18,5,2510,1626,1378,2758,4136
"2023-5-27-19","18.6","15.6","16","0","48",1,2,2023,5,27,19,5,2178,1539,1166,2551,3717
"2023-5-27-2","11.7","9.6","7.7","0","68",1,2,2023,5,27,2,5,278,231,161,348,509
"2023-5-27-20","17.2","14.6","14.8","0","56",1,2,2023,5,27,20,5,1604,1289,864,2029,2893
"2023-5-27-21","16.3","14","11.9","0","58",1,2,2023,5,27,21,5,985,990,584,1391,1975
"2023-5-27-22","15.7","13.8","10.9","0","62",1,2,2023,5,27,22,5,816,779,430,1165,1595
"2023-5-27-23","15","13.4","8.6","0","65",1,2,2023,5,27,23,5,667,739,388,1018,1406
"2023-5-27-3","11.2","9","7.8","0","68",1,2,2023,5,27,3,5,168,157,98,227,325
"2023-5-27-4","10.7","8.6","7.7","0","71",1,2,2023,5,27,4,5,104,102,72,134,206
"2023-5-27-5","9.8","7.5","9.3","0","78",1,2,2023,5,27,5,5,98,101,44,155,199
"2023-5-27-6","9.9","8","8.2","0","83",1,2,2023,5,27,6,5,222,180,68,334,402
"2023-5-27-7","12.7","11.1","7.6","0","74",1,2,2023,5,27,7,5,387,338,123,602,725
"2023-5-27-8","15.3","14","7.9","0","67",1,2,2023,5,27,8,5,730,567,233,1064,1297
"2023-5-27-9","18.2","16.5","9.6","0","55",1,2,2023,5,27,9,5,1254,828,422,1660,2082
"2023-5-28-0","14","12.6","6.9","0","70",1,2,2023,5,28,0,6,469,538,325,682,1007
"2023-5-28-1","13.1","11.7","7.5","0","75",1,2,2023,5,28,1,6,378,393,196,575,771
"2023-5-28-10","20.3","18.8","7.3","0","39",1,2,2023,5,28,10,6,1486,868,632,1722,2354
"2023-5-28-11","21.6","20.2","11.8","0","36",1,2,2023,5,28,11,6,1974,1035,911,2098,3009
"2023-5-28-12","22.5","21.6","12.6","0","34",1,2,2023,5,28,12,6,2194,1245,1129,2310,3439
"2023-5-28-13","23.2","22.7","12.7","0","35",1,2,2023,5,28,13,6,2533,1508,1404,2637,4041
"2023-5-28-14","23.5","23","13.8","0","36",1,2,2023,5,28,14,6,2680,1544,1542,2682,4224
"2023-5-28-15","23.2","21.4","17.9","0","35",1,2,2023,5,28,15,6,2738,1569,1603,2704,4307
"2023-5-28-16","22.7","20.1","18.9","0","34",1,2,2023,5,28,16,6,2841,1593,1638,2796,4434
"2023-5-28-17","21.2","17.7","19.9","0","39",1,2,2023,5,28,17,6,2650,1550,1462,2738,4200
"2023-5-28-18","19.8","16.6","18.4","0","46",1,2,2023,5,28,18,6,2587,1478,1328,2737,4065
"2023-5-28-19","18.6","15.8","16.1","0","51",1,2,2023,5,28,19,6,2065,1451,1165,2351,3516
"2023-5-28-2","12.6","11","8.6","0","76",1,2,2023,5,28,2,6,253,279,164,368,532
"2023-5-28-20","17.5","15.6","12.1","0","60",1,2,2023,5,28,20,6,1654,1195,835,2014,2849
"2023-5-28-21","17.5","16.1","10.9","0","63",1,2,2023,5,28,21,6,1099,992,628,1463,2091
"2023-5-28-22","17.4","16","10.8","0","64",1,2,2023,5,28,22,6,845,812,493,1164,1657
"2023-5-28-23","17.1","15.5","9.9","0","61",1,2,2023,5,28,23,6,741,679,409,1011,1420
"2023-5-28-3","12.1","10.7","8.2","0","80",1,2,2023,5,28,3,6,180,156,98,238,336
"2023-5-28-4","11.5","10.1","8.4","0","85",1,2,2023,5,28,4,6,109,121,60,170,230
"2023-5-28-5","11.8","10.7","6.9","0","84",1,2,2023,5,28,5,6,81,76,48,109,157
"2023-5-28-6","12.2","11","6.9","0","82",1,2,2023,5,28,6,6,182,163,77,268,345
"2023-5-28-7","14.1","12.8","8.5","0","74",1,2,2023,5,28,7,6,305,248,120,433,553
"2023-5-28-8","16.2","15","5.5","0","60",1,2,2023,5,28,8,6,589,401,192,798,990
"2023-5-28-9","18.5","16.7","6.2","0","46",1,2,2023,5,28,9,6,1007,628,382,1253,1635
"2023-5-29-0","16","14.7","7.8","0","64",1,2,2023,5,29,0,0,441,508,261,688,949
"2023-5-29-1","15","13.7","7.6","0","69",1,2,2023,5,29,1,0,318,293,178,433,611
"2023-5-29-10","21.8","19.1","23.2","0","49",1,2,2023,5,29,10,0,1532,849,596,1785,2381
"2023-5-29-11","23.2","21.1","22.4","0","44",1,2,2023,5,29,11,0,2036,1067,876,2227,3103
"2023-5-29-12","24.3","24.3","16","0","46",1,2,2023,5,29,12,0,2483,1285,1185,2583,3768
"2023-5-29-13","24.6","25.3","14.5","0","46",1,2,2023,5,29,13,0,2571,1456,1262,2765,4027
"2023-5-29-14","24.5","23.7","19.7","0","41",1,2,2023,5,29,14,0,2772,1541,1375,2938,4313
"2023-5-29-15","23.3","21.1","25.6","0","43",1,2,2023,5,29,15,0,3034,1584,1521,3097,4618
"2023-5-29-16","22.2","18.8","28.5","0","44",1,2,2023,5,29,16,0,2970,1642,1475,3137,4612
"2023-5-29-17","21","16.9","27.2","0","44",1,2,2023,5,29,17,0,3019,1658,1436,3241,4677
"2023-5-29-18","19.5","15.5","24.5","0","48",1,2,2023,5,29,18,0,2895,1611,1368,3138,4506
"2023-5-29-19","17.9","14.7","21.1","0","57",1,2,2023,5,29,19,0,2532,1477,1113,2896,4009
"2023-5-29-2","14.4","13.3","7.3","0","73",1,2,2023,5,29,2,0,182,215,139,258,397
"2023-5-29-20","17.1","14.4","18.6","0","63",1,2,2023,5,29,20,0,1938,1285,870,2353,3223
"2023-5-29-21","15.9","13.2","18.2","0","67",1,2,2023,5,29,21,0,1083,890,463,1510,1973
"2023-5-29-22","15.1","12.9","15.3","0","71",1,2,2023,5,29,22,0,693,666,306,1053,1359
"2023-5-29-23","14.7","12.6","13.4","0","71",1,2,2023,5,29,23,0,502,543,243,802,1045
"2023-5-29-3","14.4","13.3","7.4","0","74",1,2,2023,5,29,3,0,127,103,87,143,230
"2023-5-29-4","13.9","12.9","7.1","0","77",1,2,2023,5,29,4,0,78,96,60,114,174
"2023-5-29-5","13.7","12.8","6.5","0","79",1,2,2023,5,29,5,0,90,95,49,136,185
"2023-5-29-6","13.7","13","5.8","0","82",1,2,2023,5,29,6,0,185,188,68,305,373
"2023-5-29-7","15.9","15.1","6.1","0","70",1,2,2023,5,29,7,0,404,328,118,614,732
"2023-5-29-8","18.7","18.2","5.8","0","61",1,2,2023,5,29,8,0,650,444,200,894,1094
"2023-5-29-9","20.9","19.5","12.8","0","54",1,2,2023,5,29,9,0,1076,577,329,1324,1653
"2023-5-3-0","8.7","5.9","10.5","0","74",1,2,2023,5,3,0,2,191,202,71,322,393
"2023-5-3-1","7.7","4.7","11","0","77",1,2,2023,5,3,1,2,70,127,50,147,197
"2023-5-3-10","10.7","7.4","12","0.1","59",3,2,2023,5,3,10,2,844,586,164,1266,1430
"2023-5-3-11","11.2","7.7","13","0.1","58",3,2,2023,5,3,11,2,836,614,209,1241,1450
"2023-5-3-12","12.1","9","12.7","0","52",1,2,2023,5,3,12,2,921,696,249,1368,1617
"2023-5-3-13","12.3","9.1","13.1","0.1","53",3,2,2023,5,3,13,2,946,816,251,1511,1762
"2023-5-3-14","12.3","9.3","13.3","0.1","53",3,2,2023,5,3,14,2,991,937,264,1664,1928
"2023-5-3-15","12.4","9","12.8","0","53",1,2,2023,5,3,15,2,1187,1147,329,2005,2334
"2023-5-3-16","12.2","9.3","9.6","0","55",1,2,2023,5,3,16,2,1324,1289,326,2287,2613
"2023-5-3-17","11.8","8.9","9.5","0.1","56",3,2,2023,5,3,17,2,2203,1603,456,3350,3806
"2023-5-3-18","10.4","6.9","14.8","0.1","65",3,2,2023,5,3,18,2,1979,1421,445,2955,3400
"2023-5-3-19","10.2","7.4","9.4","0","65",1,2,2023,5,3,19,2,1454,1184,342,2296,2638
"2023-5-3-2","7.3","4","12.1","0","76",1,2,2023,5,3,2,2,39,69,24,84,108
"2023-5-3-20","9.4","7.6","5.6","0","79",1,2,2023,5,3,20,2,962,794,218,1538,1756
"2023-5-3-21","8.9","7.6","4.2","0","87",1,2,2023,5,3,21,2,534,540,168,906,1074
"2023-5-3-22","8.7","7.1","5.6","0.1","86",3,2,2023,5,3,22,2,403,426,114,715,829
"2023-5-3-23","8","5.9","7.4","0","85",1,2,2023,5,3,23,2,312,303,95,520,615
"2023-5-3-3","6.8","3.6","10.9","0","76",1,2,2023,5,3,3,2,19,44,13,50,63
"2023-5-3-4","6.7","3.8","9.4","0","79",1,2,2023,5,3,4,2,30,46,10,66,76
"2023-5-3-5","5.9","3.1","9.6","0","86",1,2,2023,5,3,5,2,120,103,27,196,223
"2023-5-3-6","5.6","2.8","9.5","0","88",1,2,2023,5,3,6,2,408,372,60,720,780
"2023-5-3-7","6.2","3","12.3","0","85",1,2,2023,5,3,7,2,943,844,123,1664,1787
"2023-5-3-8","8.6","5.8","10","0","73",1,2,2023,5,3,8,2,1683,1047,202,2528,2730
"2023-5-3-9","9.8","6.8","9.4","0","63",1,2,2023,5,3,9,2,1444,821,209,2056,2265
"2023-5-30-0","14.1","12.1","11.1","0","68",1,2,2023,5,30,0,1,235,292,147,380,527
"2023-5-30-1","13.5","11.6","9.5","0","70",1,2,2023,5,30,1,1,123,146,91,178,269
"2023-5-30-10","16.7","15.5","11.8","0","62",1,2,2023,5,30,10,1,1330,845,318,1857,2175
"2023-5-30-11","18","17.8","11.4","0","58",1,2,2023,5,30,11,1,1355,867,414,1808,2222
"2023-5-30-12","19.3","20.2","9","0","55",1,2,2023,5,30,12,1,1492,992,487,1997,2484
"2023-5-30-13","20.1","21.4","8.9","0","53",1,2,2023,5,30,13,1,1592,1191,543,2240,2783
"2023-5-30-14","20.2","20.6","13.3","0","52",1,2,2023,5,30,14,1,1767,1418,612,2573,3185
"2023-5-30-15","19.7","18.4","18.4","0","49",1,2,2023,5,30,15,1,2170,1585,687,3068,3755
"2023-5-30-16","19.1","17.1","18.6","0","50",1,2,2023,5,30,16,1,2668,1790,757,3701,4458
"2023-5-30-17","18.4","15.8","18.2","0","52",1,2,2023,5,30,17,1,4149,1964,912,5201,6113
"2023-5-30-18","17.6","15.1","15","0","55",1,2,2023,5,30,18,1,4245,1893,930,5208,6138
"2023-5-30-19","16.9","14.8","12.5","0","58",1,2,2023,5,30,19,1,3227,1551,828,3950,4778
"2023-5-30-2","12.8","10.9","10.2","0","74",1,2,2023,5,30,2,1,60,90,36,114,150
"2023-5-30-20","15.6","13.9","10.7","0","68",1,2,2023,5,30,20,1,2301,1203,617,2887,3504
"2023-5-30-21","14.3","13","11.1","0","80",1,2,2023,5,30,21,1,1370,875,401,1844,2245
"2023-5-30-22","13.5","12.5","9.7","0","86",1,2,2023,5,30,22,1,934,670,287,1317,1604
"2023-5-30-23","12.7","12.3","6","0","92",1,2,2023,5,30,23,1,509,459,213,755,968
"2023-5-30-3","12.2","10.5","9.3","0","79",1,2,2023,5,30,3,1,39,63,33,69,102
"2023-5-30-4","11.9","10","11","0","83",1,2,2023,5,30,4,1,76,61,27,110,137
"2023-5-30-5","11.7","9.7","12.5","0","85",1,2,2023,5,30,5,1,229,178,35,372,407
"2023-5-30-6","11.6","9.8","13","0","90",1,2,2023,5,30,6,1,720,536,113,1143,1256
"2023-5-30-7","12.6","10.4","15.3","0","83",1,2,2023,5,30,7,1,1662,1066,184,2544,2728
"2023-5-30-8","14.2","11.8","15.8","0","72",1,2,2023,5,30,8,1,2634,1383,309,3708,4017
"2023-5-30-9","15.5","13.2","14.5","0","66",1,2,2023,5,30,9,1,2141,1043,323,2861,3184
"2023-5-31-0","11.9","11.4","5.1","0","93",1,2,2023,5,31,0,2,270,249,103,416,519
"2023-5-31-1","11.1","10.4","5.5","0","95",1,2,2023,5,31,1,2,130,130,72,188,260
"2023-5-31-10","16.8","16.4","7","0","63",1,2,2023,5,31,10,2,1631,904,377,2158,2535
"2023-5-31-11","19.2","19.4","7.2","0","49",1,2,2023,5,31,11,2,1505,909,441,1973,2414
"2023-5-31-12","21.1","21.7","6.9","0","41",1,2,2023,5,31,12,2,1761,1044,528,2277,2805
"2023-5-31-13","22.2","23.1","7.8","0","40",1,2,2023,5,31,13,2,1840,1233,564,2509,3073
"2023-5-31-14","22.4","23.6","10.9","0","48",1,2,2023,5,31,14,2,2039,1419,639,2819,3458
"2023-5-31-15","22.5","23","12.1","0","48",1,2,2023,5,31,15,2,2408,1601,754,3255,4009
"2023-5-31-16","22.3","21.4","13.7","0","43",1,2,2023,5,31,16,2,2924,1685,778,3831,4609
"2023-5-31-17","21.3","19.2","15.1","0","45",1,2,2023,5,31,17,2,4502,1786,950,5338,6288
"2023-5-31-18","19.7","17.8","15.3","0","57",1,2,2023,5,31,18,2,4622,1732,978,5376,6354
"2023-5-31-19","18.5","17.6","13","0","71",1,2,2023,5,31,19,2,3577,1444,858,4163,5021
"2023-5-31-2","11","10.3","5.4","0","94",1,2,2023,5,31,2,2,86,71,37,120,157
"2023-5-31-20","17.3","17.4","7.5","0","79",1,2,2023,5,31,20,2,2565,1271,710,3126,3836
"2023-5-31-21","15.3","15.9","5.2","0","92",1,2,2023,5,31,21,2,1663,946,466,2143,2609
"2023-5-31-22","14.3","14.5","6.6","0","95",1,2,2023,5,31,22,2,1187,753,366,1574,1940
"2023-5-31-23","13.8","13.8","7.1","0","96",1,2,2023,5,31,23,2,782,496,264,1014,1278
"2023-5-31-3","10.7","9.9","5.4","0","95",1,2,2023,5,31,3,2,50,41,18,73,91
"2023-5-31-4","10.7","9.9","6.4","0","96",1,2,2023,5,31,4,2,60,58,22,96,118
"2023-5-31-5","10.6","9.7","6.4","0","96",1,2,2023,5,31,5,2,266,176,45,397,442
"2023-5-31-6","10.7","9.9","6.4","0","96",1,2,2023,5,31,6,2,916,542,129,1329,1458
"2023-5-31-7","12","10.9","8.5","0","90",1,2,2023,5,31,7,2,1937,1008,240,2705,2945
"2023-5-31-8","13.1","12.6","4.6","0","84",1,2,2023,5,31,8,2,3111,1444,362,4193,4555
"2023-5-31-9","14.8","14.1","5.5","0","74",1,2,2023,5,31,9,2,2537,1216,352,3401,3753
"2023-5-4-0","7.4","5.3","8","0","90",1,2,2023,5,4,0,3,181,210,69,322,391
"2023-5-4-1","7.1","4.7","9.5","0","93",1,2,2023,5,4,1,3,80,114,47,147,194
"2023-5-4-10","11","8.2","14.3","0","76",1,2,2023,5,4,10,3,785,574,152,1207,1359
"2023-5-4-11","11.6","8.9","12.7","0","70",1,2,2023,5,4,11,3,454,420,105,769,874
"2023-5-4-12","12.2","9.8","10.2","0","66",1,2,2023,5,4,12,3,624,507,130,1001,1131
"2023-5-4-13","13","10.6","9.8","0","63",1,2,2023,5,4,13,3,779,674,193,1260,1453
"2023-5-4-14","13.6","11","10.8","0","59",1,2,2023,5,4,14,3,890,1002,288,1604,1892
"2023-5-4-15","14.1","11.5","11.3","0","56",1,2,2023,5,4,15,3,1072,1175,318,1929,2247
"2023-5-4-16","14.3","11.9","8.9","0","55",1,2,2023,5,4,16,3,1091,1179,275,1995,2270
"2023-5-4-17","13.6","11.8","4.6","0.1","57",3,2,2023,5,4,17,3,1776,1582,425,2933,3358
"2023-5-4-18","12.6","9.8","13.1","0.1","65",3,2,2023,5,4,18,3,2099,1603,486,3216,3702
"2023-5-4-19","11.1","8.7","11.4","0.1","77",3,2,2023,5,4,19,3,1481,1376,417,2440,2857
"2023-5-4-2","6.7","4.2","10.3","0","95",1,2,2023,5,4,2,3,44,72,23,93,116
"2023-5-4-20","10.6","9.2","6.1","0.1","84",3,2,2023,5,4,20,3,969,999,268,1700,1968
"2023-5-4-21","9.9","8.7","5.3","0","89",1,2,2023,5,4,21,3,700,764,226,1238,1464
"2023-5-4-22","9.9","8.8","5","0.6","91",3,2,2023,5,4,22,3,517,572,161,928,1089
"2023-5-4-23","9.8","8.5","7.1","0.4","95",3,2,2023,5,4,23,3,286,368,97,557,654
"2023-5-4-3","6.4","3.5","12.6","0","95",1,2,2023,5,4,3,3,24,46,14,56,70
"2023-5-4-4","6.2","3.1","13.9","0","95",1,2,2023,5,4,4,3,24,39,7,56,63
"2023-5-4-5","6.4","3.2","15","0","96",1,2,2023,5,4,5,3,110,123,31,202,233
"2023-5-4-6","7.6","4.3","16.3","0","91",1,2,2023,5,4,6,3,301,301,43,559,602
"2023-5-4-7","8.3","5","16.1","0.2","86",3,2,2023,5,4,7,3,581,603,89,1095,1184
"2023-5-4-8","8.7","5.9","12.9","0","83",1,2,2023,5,4,8,3,1196,887,146,1937,2083
"2023-5-4-9","9.5","6.9","13","0.1","86",3,2,2023,5,4,9,3,1109,743,139,1713,1852
"2023-5-5-0","9.6","8.3","7.2","0.2","96",3,2,2023,5,5,0,4,206,259,100,365,465
"2023-5-5-1","9.6","8.6","5","0","94",1,2,2023,5,5,1,4,127,185,73,239,312
"2023-5-5-10","13.2","11.8","6.6","0","64",1,2,2023,5,5,10,4,973,709,265,1417,1682
"2023-5-5-11","14.3","12.9","7.6","0","56",1,2,2023,5,5,11,4,920,817,330,1407,1737
"2023-5-5-12","15.1","13.6","8","0","52",1,2,2023,5,5,12,4,1126,973,392,1707,2099
"2023-5-5-13","15.7","13.9","8.2","0","49",1,2,2023,5,5,13,4,1267,1100,433,1934,2367
"2023-5-5-14","15.9","13.9","7.9","0","50",1,2,2023,5,5,14,4,1240,1281,445,2076,2521
"2023-5-5-15","16.4","15.4","5.1","0","51",1,2,2023,5,5,15,4,1434,1544,556,2422,2978
"2023-5-5-16","17","16.1","4.2","0","49",1,2,2023,5,5,16,4,1556,1547,533,2570,3103
"2023-5-5-17","16.8","15.2","4.3","0","48",1,2,2023,5,5,17,4,2016,1736,600,3152,3752
"2023-5-5-18","12.8","10.9","10.9","3","75",3,2,2023,5,5,18,4,2130,1640,642,3128,3770
"2023-5-5-19","11.8","10","10.1","0.3","80",3,2,2023,5,5,19,4,1532,1303,518,2317,2835
"2023-5-5-2","8.2","6.7","6.3","0","96",1,2,2023,5,5,2,4,71,96,38,129,167
"2023-5-5-20","11.5","10.4","4.7","0","81",1,2,2023,5,5,20,4,1032,1056,390,1698,2088
"2023-5-5-21","10.8","9.7","5.4","0","87",1,2,2023,5,5,21,4,670,743,311,1102,1413
"2023-5-5-22","9.5","7.9","8.1","0","91",1,2,2023,5,5,22,4,576,689,273,992,1265
"2023-5-5-23","9.6","8.2","7.1","0","93",1,2,2023,5,5,23,4,538,546,240,844,1084
"2023-5-5-3","7.2","5.4","7.4","0","99",1,2,2023,5,5,3,4,54,66,30,90,120
"2023-5-5-4","6.9","5.1","6.4","0","97",1,2,2023,5,5,4,4,42,45,10,77,87
"2023-5-5-5","6.8","4.8","7.3","0","97",1,2,2023,5,5,5,4,117,104,28,193,221
"2023-5-5-6","6.9","4.8","8.3","0","97",1,2,2023,5,5,6,4,316,336,47,605,652
"2023-5-5-7","8","5.5","11.9","0","92",1,2,2023,5,5,7,4,809,742,98,1453,1551
"2023-5-5-8","9.8","8.3","7.3","0","91",1,2,2023,5,5,8,4,1369,1024,185,2208,2393
"2023-5-5-9","11.6","10.6","4.8","0","82",1,2,2023,5,5,9,4,1152,848,210,1790,2000
"2023-5-6-0","9.2","7.6","8","0","93",1,2,2023,5,6,0,5,420,452,221,651,872
"2023-5-6-1","8.2","6.6","6.5","0","94",1,2,2023,5,6,1,5,324,342,157,509,666
"2023-5-6-10","16.3","15.1","7.4","0","57",1,2,2023,5,6,10,5,1209,889,464,1634,2098
"2023-5-6-11","17.7","17.3","6.9","0","49",1,2,2023,5,6,11,5,1578,1057,724,1911,2635
"2023-5-6-12","19.2","18.7","10.5","0","44",1,2,2023,5,6,12,5,1969,1229,894,2304,3198
"2023-5-6-13","20.2","18.7","14.9","0","40",1,2,2023,5,6,13,5,2120,1354,1011,2463,3474
"2023-5-6-14","20.6","17.4","17.2","0","37",1,2,2023,5,6,14,5,2247,1368,1102,2513,3615
"2023-5-6-15","20.2","16.4","19","0","38",1,2,2023,5,6,15,5,2292,1379,1147,2524,3671
"2023-5-6-16","20.3","17.1","13.5","0","37",1,2,2023,5,6,16,5,2231,1359,1108,2482,3590
"2023-5-6-17","20.9","17.7","13","0","33",1,2,2023,5,6,17,5,2126,1292,1003,2415,3418
"2023-5-6-18","20.2","17.5","12.3","0","41",1,2,2023,5,6,18,5,2091,1179,940,2330,3270
"2023-5-6-19","19","16.7","10.9","0","46",1,2,2023,5,6,19,5,1847,1067,891,2023,2914
"2023-5-6-2","7.6","5.9","6.5","0","94",1,2,2023,5,6,2,5,235,215,131,319,450
"2023-5-6-20","16.3","14.4","7.9","0","54",1,2,2023,5,6,20,5,1305,884,608,1581,2189
"2023-5-6-21","16.2","14.1","8.3","0","52",1,2,2023,5,6,21,5,846,689,381,1154,1535
"2023-5-6-22","13.6","11.2","9","0","58",1,2,2023,5,6,22,5,649,662,301,1010,1311
