"id","temp","atemp","windspeed","precipitation","hum","weather_type","season","yr","mnth","day","hr","weekday","classic_bike","electric_bike","casual","registered","cnt"
"2023-5-6-23","13","10.7","9.3","0","62",1,2,2023,5,6,23,5,621,561,301,881,1182
"2023-5-6-3","7","5.2","6.4","0","96",1,2,2023,5,6,3,5,139,116,76,179,255
"2023-5-6-4","6.6","4.5","7.6","0","97",1,2,2023,5,6,4,5,101,87,57,131,188
"2023-5-6-5","6.5","4.4","7.3","0","96",1,2,2023,5,6,5,5,78,82,31,129,160
"2023-5-6-6","6.6","4.7","6.5","0","94",1,2,2023,5,6,6,5,126,127,36,217,253
"2023-5-6-7","8.5","6.2","10.5","0","91",1,2,2023,5,6,7,5,283,259,71,471,542
"2023-5-6-8","10.6","8.7","9.8","0","84",1,2,2023,5,6,8,5,511,437,149,799,948
"2023-5-6-9","13.7","12.1","9","0","73",1,2,2023,5,6,9,5,930,694,285,1339,1624
"2023-5-7-0","12.7","9.7","13.3","0","62",1,2,2023,5,7,0,6,533,501,309,725,1034
"2023-5-7-1","12","9.3","11.1","0","64",1,2,2023,5,7,1,6,352,295,202,445,647
"2023-5-7-10","18.6","17.3","7.4","0","47",1,2,2023,5,7,10,6,1283,742,524,1501,2025
"2023-5-7-11","20.3","19.6","7.4","0","38",1,2,2023,5,7,11,6,1742,916,753,1905,2658
"2023-5-7-12","21.5","20.9","9.5","0","35",1,2,2023,5,7,12,6,1991,1059,887,2163,3050
"2023-5-7-13","22.6","22.2","9.8","0","34",1,2,2023,5,7,13,6,2195,1217,1079,2333,3412
"2023-5-7-14","23.7","23.2","10.3","0","33",1,2,2023,5,7,14,6,2366,1302,1155,2513,3668
"2023-5-7-15","23.6","22.4","14.5","0","35",1,2,2023,5,7,15,6,2476,1302,1226,2552,3778
"2023-5-7-16","20.6","18.3","21.7","0","51",1,2,2023,5,7,16,6,2399,1236,1204,2431,3635
"2023-5-7-17","18.9","16.6","22.1","0","68",1,2,2023,5,7,17,6,2386,1075,1035,2426,3461
"2023-5-7-18","17.3","15.7","17.5","0","75",1,2,2023,5,7,18,6,2113,1046,938,2221,3159
"2023-5-7-19","16.3","15.3","12.2","0","78",1,2,2023,5,7,19,6,1529,925,683,1771,2454
"2023-5-7-2","11.2","8.4","11.7","0","69",1,2,2023,5,7,2,6,250,198,137,311,448
"2023-5-7-20","19","17.3","11.4","0","55",1,2,2023,5,7,20,6,1106,716,486,1336,1822
"2023-5-7-21","18.7","17.2","10.5","0","56",1,2,2023,5,7,21,6,633,442,264,811,1075
"2023-5-7-22","17.4","16.2","10.6","0","66",1,2,2023,5,7,22,6,394,330,167,557,724
"2023-5-7-23","16.1","15.9","5.6","0","77",1,2,2023,5,7,23,6,263,259,102,420,522
"2023-5-7-3","10.6","8","10.7","0","71",1,2,2023,5,7,3,6,149,115,72,192,264
"2023-5-7-4","9.9","7.4","9.4","0","75",1,2,2023,5,7,4,6,82,92,44,130,174
"2023-5-7-5","9.6","7","9.7","0","74",1,2,2023,5,7,5,6,38,53,16,75,91
"2023-5-7-6","9.2","6.6","8.9","0","73",1,2,2023,5,7,6,6,126,117,48,195,243
"2023-5-7-7","10.7","8.2","10","0","71",1,2,2023,5,7,7,6,222,191,67,346,413
"2023-5-7-8","13.2","10.8","10.2","0","63",1,2,2023,5,7,8,6,455,312,162,605,767
"2023-5-7-9","15.9","14","8.9","0","57",1,2,2023,5,7,9,6,774,499,272,1001,1273
"2023-5-8-0","15.5","15.2","7.1","0","82",1,2,2023,5,8,0,0,153,194,93,254,347
"2023-5-8-1","15","14.7","8","0","85",1,2,2023,5,8,1,0,73,112,45,140,185
"2023-5-8-10","18.8","17.4","14.7","0","62",1,2,2023,5,8,10,0,966,564,268,1262,1530
"2023-5-8-11","20.3","19.5","13.8","0","52",1,2,2023,5,8,11,0,883,606,316,1173,1489
"2023-5-8-12","21.6","21","14.3","0","45",1,2,2023,5,8,12,0,1059,775,366,1468,1834
"2023-5-8-13","22.8","21.7","18.6","0","41",1,2,2023,5,8,13,0,1121,844,397,1568,1965
"2023-5-8-14","22.9","20","20.9","0","40",1,2,2023,5,8,14,0,1195,1056,432,1819,2251
"2023-5-8-15","23.5","21","21.1","0","38",1,2,2023,5,8,15,0,1414,1299,458,2255,2713
"2023-5-8-16","23.5","20.7","21.2","0","36",1,2,2023,5,8,16,0,1780,1285,551,2514,3065
"2023-5-8-17","23.6","20.4","18.5","0","36",1,2,2023,5,8,17,0,2680,1531,643,3568,4211
"2023-5-8-18","22.5","19.7","17.1","0","42",1,2,2023,5,8,18,0,2774,1437,734,3477,4211
"2023-5-8-19","20.6","19","10.6","0","50",1,2,2023,5,8,19,0,2250,1282,655,2877,3532
"2023-5-8-2","14.7","14.2","8.5","0","86",1,2,2023,5,8,2,0,44,77,29,92,121
"2023-5-8-20","18.2","16.8","9.8","0","59",1,2,2023,5,8,20,0,1433,872,418,1887,2305
"2023-5-8-21","17.4","15.4","12.3","0","57",1,2,2023,5,8,21,0,964,663,272,1355,1627
"2023-5-8-22","16.3","13.6","15.3","0","59",1,2,2023,5,8,22,0,657,559,230,986,1216
"2023-5-8-23","15.3","12.3","14.7","0","56",1,2,2023,5,8,23,0,392,347,138,601,739
"2023-5-8-3","13.9","13.2","8.7","0","87",1,2,2023,5,8,3,0,38,68,40,66,106
"2023-5-8-4","13.7","12.6","11.1","0","87",1,2,2023,5,8,4,0,28,40,14,54,68
"2023-5-8-5","13.7","12.4","12.6","0","86",1,2,2023,5,8,5,0,121,112,23,210,233
"2023-5-8-6","12.7","11.7","10.1","0","92",1,2,2023,5,8,6,0,398,362,52,708,760
"2023-5-8-7","13.4","12","13.2","0","90",1,2,2023,5,8,7,0,982,755,130,1607,1737
"2023-5-8-8","15.5","15.2","9.3","0","85",1,2,2023,5,8,8,0,1727,945,229,2443,2672
"2023-5-8-9","17.5","16.4","13.2","0","72",1,2,2023,5,8,9,0,1367,722,201,1888,2089
"2023-5-9-0","14.6","11.3","15.3","0","55",1,2,2023,5,9,0,1,224,219,107,336,443
"2023-5-9-1","13.2","9.6","15","0","53",1,2,2023,5,9,1,1,112,136,62,186,248
"2023-5-9-10","16.3","13.6","8.9","0","42",1,2,2023,5,9,10,1,952,613,202,1363,1565
"2023-5-9-11","17.2","14.9","8.3","0","37",1,2,2023,5,9,11,1,933,615,240,1308,1548
"2023-5-9-12","18","17.2","5.3","0","36",1,2,2023,5,9,12,1,1128,774,344,1558,1902
"2023-5-9-13","18.9","19","3.3","0","35",1,2,2023,5,9,13,1,1050,803,315,1538,1853
"2023-5-9-14","19.2","18.3","0.8","0","33",1,2,2023,5,9,14,1,1174,1025,395,1804,2199
"2023-5-9-15","19","17.1","6.8","0","36",1,2,2023,5,9,15,1,1338,1244,399,2183,2582
"2023-5-9-16","17.8","14.5","17.8","0","45",1,2,2023,5,9,16,1,1564,1419,456,2527,2983
"2023-5-9-17","15.4","11","21.7","0","49",1,2,2023,5,9,17,1,2509,1622,601,3530,4131
"2023-5-9-18","14.8","11.1","15.8","0","48",1,2,2023,5,9,18,1,2884,1403,634,3653,4287
"2023-5-9-19","14.4","11.2","12.8","0","51",1,2,2023,5,9,19,1,2046,1155,487,2714,3201
"2023-5-9-2","11.8","8.3","13","0","54",1,2,2023,5,9,2,1,48,70,28,90,118
"2023-5-9-20","12.5","10.2","8.7","0","63",1,2,2023,5,9,20,1,1372,875,353,1894,2247
"2023-5-9-21","11.3","9.6","6.2","0","75",1,2,2023,5,9,21,1,947,637,232,1352,1584
"2023-5-9-22","10.3","8.7","7.3","0","84",1,2,2023,5,9,22,1,698,438,210,926,1136
"2023-5-9-23","9.6","7.9","8.5","0","89",1,2,2023,5,9,23,1,391,325,126,590,716
"2023-5-9-3","11","7.8","10.8","0","57",1,2,2023,5,9,3,1,39,44,12,71,83
"2023-5-9-4","10.4","7.4","10.1","0","61",1,2,2023,5,9,4,1,42,40,17,65,82
"2023-5-9-5","10.6","7.2","12.3","0","60",1,2,2023,5,9,5,1,157,122,27,252,279
"2023-5-9-6","10.5","7.2","12.9","0","62",1,2,2023,5,9,6,1,570,363,68,865,933
"2023-5-9-7","11","8","12.9","0","67",1,2,2023,5,9,7,1,1184,714,123,1775,1898
"2023-5-9-8","13.4","10.9","9.9","0","60",1,2,2023,5,9,8,1,2068,992,234,2826,3060
"2023-5-9-9","15.2","12.6","9.5","0","50",1,2,2023,5,9,9,1,1589,792,210,2171,2381
"2023-6-1-0","15.1","16.2","2.5","0","95",1,3,2023,6,1,0,3,534,421,237,718,955
"2023-6-1-1","13.8","14.4","4.2","0","98",1,3,2023,6,1,1,3,269,237,124,382,506
"2023-6-1-10","21.8","22.7","4.3","0","55",1,3,2023,6,1,10,3,2166,1146,481,2831,3312
"2023-6-1-11","23.7","25.1","5.1","0","47",1,3,2023,6,1,11,3,2145,1130,600,2675,3275
"2023-6-1-12","25.3","27.4","4.9","0","42",1,3,2023,6,1,12,3,2307,1379,701,2985,3686
"2023-6-1-13","26.6","28.9","6.4","0","41",1,3,2023,6,1,13,3,2379,1533,744,3168,3912
"2023-6-1-14","27.3","29","10.4","0","41",1,3,2023,6,1,14,3,2626,1744,822,3548,4370
"2023-6-1-15","26.8","27.2","15.3","0","41",1,3,2023,6,1,15,3,2990,1866,914,3942,4856
"2023-6-1-16","25.9","25.3","17.1","0","43",1,3,2023,6,1,16,3,3492,1993,967,4518,5485
"2023-6-1-17","25","23.3","17.4","0","43",1,3,2023,6,1,17,3,5453,2223,1311,6365,7676
"2023-6-1-18","23.3","21.6","16.3","0","50",1,3,2023,6,1,18,3,6014,2186,1429,6771,8200
"2023-6-1-19","21.9","21.4","14.6","0","65",1,3,2023,6,1,19,3,4803,1873,1280,5396,6676
"2023-6-1-2","13.2","13.4","5.7","0","99",1,3,2023,6,1,2,3,157,153,80,230,310
"2023-6-1-20","20.7","20.9","6.7","0","64",1,3,2023,6,1,20,3,3416,1525,1010,3931,4941
"2023-6-1-21","18.9","19.4","7.4","0","77",1,3,2023,6,1,21,3,2331,1174,658,2847,3505
"2023-6-1-22","17.5","18.1","7.6","0","86",1,3,2023,6,1,22,3,1689,927,583,2033,2616
"2023-6-1-23","18.6","19.7","4.4","0","80",1,3,2023,6,1,23,3,1185,679,425,1439,1864
"2023-6-1-3","13.8","14.2","4.8","0","98",1,3,2023,6,1,3,3,71,102,47,126,173
"2023-6-1-4","12.7","12.8","5","0","100",1,3,2023,6,1,4,3,72,84,26,130,156
"2023-6-1-5","12.2","12.3","4.1","0","100",1,3,2023,6,1,5,3,317,219,73,463,536
"2023-6-1-6","12.9","13.6","1.9","0","100",1,3,2023,6,1,6,3,1058,552,148,1462,1610
"2023-6-1-7","13.8","14.8","1.1","0","98",1,3,2023,6,1,7,3,2208,1095,261,3042,3303
"2023-6-1-8","15.4","16.4","0.8","0","89",1,3,2023,6,1,8,3,3931,1551,505,4977,5482
"2023-6-1-9","19.1","20.1","1.8","0","72",1,3,2023,6,1,9,3,3354,1380,500,4234,4734
"2023-6-10-0","15.1","14.5","8.4","0","81",1,3,2023,6,10,0,5,797,944,447,1294,1741
"2023-6-10-1","13.9","13.3","7.7","0","85",1,3,2023,6,10,1,5,560,623,370,813,1183
"2023-6-10-10","19.9","18.8","10.8","0","52",1,3,2023,6,10,10,5,2370,1572,857,3085,3942
"2023-6-10-11","21.5","20.9","12","0","46",1,3,2023,6,10,11,5,3022,1914,1303,3633,4936
"2023-6-10-12","22.9","21.1","18.1","0","40",1,3,2023,6,10,12,5,3483,2204,1552,4135,5687
"2023-6-10-13","23.7","21.7","17.1","0","38",1,3,2023,6,10,13,5,3687,2349,1753,4283,6036
"2023-6-10-14","24.5","22.5","17.1","0","38",1,3,2023,6,10,14,5,3885,2531,1846,4570,6416
"2023-6-10-15","25.3","23.3","18.1","0","36",1,3,2023,6,10,15,5,3687,2481,1893,4275,6168
"2023-6-10-16","26.1","23.9","17.4","0","36",1,3,2023,6,10,16,5,3584,2315,1812,4087,5899
"2023-6-10-17","26.2","24.7","11.8","0","37",1,3,2023,6,10,17,5,3693,2303,1772,4224,5996
"2023-6-10-18","23.8","22.7","8","0","42",1,3,2023,6,10,18,5,3481,2175,1694,3962,5656
"2023-6-10-19","22.6","21.7","11.2","0","52",1,3,2023,6,10,19,5,3206,2043,1434,3815,5249
"2023-6-10-2","13.4","12.5","8.4","0","87",1,3,2023,6,10,2,5,416,459,258,617,875
"2023-6-10-20","21.6","22.1","4.1","0","59",1,3,2023,6,10,20,5,2427,1722,1180,2969,4149
"2023-6-10-21","19.4","19","12.6","0","72",1,3,2023,6,10,21,5,1914,1366,875,2405,3280
"2023-6-10-22","18.9","18.6","10.2","0.1","72",3,3,2023,6,10,22,5,1647,1175,750,2072,2822
"2023-6-10-23","18.8","19.1","6.4","0.1","73",3,3,2023,6,10,23,5,1107,968,550,1525,2075
"2023-6-10-3","12.8","11.9","8.7","0","89",1,3,2023,6,10,3,5,289,308,194,403,597
"2023-6-10-4","12.5","11.6","8.9","0","90",1,3,2023,6,10,4,5,147,192,111,228,339
"2023-6-10-5","12.2","11.3","8.4","0","93",1,3,2023,6,10,5,5,148,174,97,225,322
"2023-6-10-6","12.4","11.2","10.1","0","91",1,3,2023,6,10,6,5,292,271,83,480,563
"2023-6-10-7","13.6","12.2","12","0","84",1,3,2023,6,10,7,5,614,567,214,967,1181
"2023-6-10-8","15.8","14.4","10.6","0","71",1,3,2023,6,10,8,5,997,843,305,1535,1840
"2023-6-10-9","18.2","16.8","10.8","0","61",1,3,2023,6,10,9,5,1707,1194,542,2359,2901
"2023-6-11-0","17.7","17.8","7.6","0","78",1,3,2023,6,11,0,6,816,687,375,1128,1503
"2023-6-11-1","18","18.1","8.7","0","77",1,3,2023,6,11,1,6,570,538,316,792,1108
"2023-6-11-10","24","25.1","6.7","0","57",1,3,2023,6,11,10,6,2113,1214,724,2603,3327
"2023-6-11-11","25.5","26.6","8.3","0","49",1,3,2023,6,11,11,6,2686,1556,1145,3097,4242
"2023-6-11-12","27","28.1","6.3","0","41",1,3,2023,6,11,12,6,3244,1835,1498,3581,5079
"2023-6-11-13","26.5","26.2","11.4","0","44",1,3,2023,6,11,13,6,3525,1963,1601,3887,5488
"2023-6-11-14","24.2","23.3","18.6","0","58",1,3,2023,6,11,14,6,3724,2033,1722,4035,5757
"2023-6-11-15","24.6","24","16.5","0","57",1,3,2023,6,11,15,6,3756,2108,1741,4123,5864
"2023-6-11-16","24.6","23.8","18.1","0","56",1,3,2023,6,11,16,6,3679,2079,1700,4058,5758
"2023-6-11-17","23","22.5","16.4","0","62",1,3,2023,6,11,17,6,3573,2049,1527,4095,5622
"2023-6-11-18","22","21.9","14.6","0","68",1,3,2023,6,11,18,6,3458,2078,1412,4124,5536
"2023-6-11-19","21","21","13.6","0","72",1,3,2023,6,11,19,6,2903,1817,1353,3367,4720
"2023-6-11-2","16.9","17","8","0","83",1,3,2023,6,11,2,6,437,418,258,597,855
"2023-6-11-20","21.2","21.2","11.9","0","69",1,3,2023,6,11,20,6,2197,1594,980,2811,3791
"2023-6-11-21","21.9","21.4","14","0","63",1,3,2023,6,11,21,6,1538,1231,719,2050,2769
"2023-6-11-22","21.7","20.7","16.9","0","63",1,3,2023,6,11,22,6,1131,923,539,1515,2054
"2023-6-11-23","20.6","19.7","15.9","0","67",1,3,2023,6,11,23,6,764,791,445,1110,1555
"2023-6-11-3","16.7","16.6","9","0","82",1,3,2023,6,11,3,6,317,248,173,392,565
"2023-6-11-4","17","16.9","7.6","0","77",1,3,2023,6,11,4,6,204,170,129,245,374
"2023-6-11-5","16.3","15.7","9.5","0","78",1,3,2023,6,11,5,6,158,124,85,197,282
"2023-6-11-6","16.9","16.5","7.1","0","72",1,3,2023,6,11,6,6,259,225,97,387,484
"2023-6-11-7","18.6","18","8.9","0","66",1,3,2023,6,11,7,6,480,376,164,692,856
"2023-6-11-8","19.6","20.8","2.9","0","74",1,3,2023,6,11,8,6,863,621,262,1222,1484
"2023-6-11-9","22","23.2","4","0","65",1,3,2023,6,11,9,6,1377,861,438,1800,2238
"2023-6-12-0","20.6","19.8","15.9","0","67",1,3,2023,6,12,0,0,444,496,259,681,940
"2023-6-12-1","21","20.2","15.6","0","67",1,3,2023,6,12,1,0,213,241,144,310,454
"2023-6-12-10","21.2","21.5","15.6","0.8","78",3,3,2023,6,12,10,0,1664,1163,419,2408,2827
"2023-6-12-11","21.6","21.7","18.3","0.6","79",3,3,2023,6,12,11,0,1638,1141,494,2285,2779
"2023-6-12-12","21.5","21.9","16.9","0","80",1,3,2023,6,12,12,0,1826,1287,530,2583,3113
"2023-6-12-13","22.2","22.2","21.2","0","78",1,3,2023,6,12,13,0,1888,1565,596,2857,3453
"2023-6-12-14","23.6","24","23.4","0","71",1,3,2023,6,12,14,0,2058,1795,703,3150,3853
"2023-6-12-15","23.9","24.2","25.2","0","67",1,3,2023,6,12,15,0,2429,2178,793,3814,4607
"2023-6-12-16","23","22.6","25.5","0","73",1,3,2023,6,12,16,0,2752,2262,852,4162,5014
"2023-6-12-17","22.1","21.1","27","0","77",1,3,2023,6,12,17,0,4154,2672,1019,5807,6826
"2023-6-12-18","21","20.4","23.7","0","82",1,3,2023,6,12,18,0,4082,2593,989,5686,6675
"2023-6-12-19","20","19.6","22.2","0","87",1,3,2023,6,12,19,0,2408,1943,724,3627,4351
"2023-6-12-2","20.7","20.4","13.4","0","70",1,3,2023,6,12,2,0,127,176,110,193,303
"2023-6-12-20","19.5","20.4","11.8","1","87",4,3,2023,6,12,20,0,479,622,138,963,1101
"2023-6-12-21","19.1","19.3","19.2","4","94",3,3,2023,6,12,21,0,333,406,99,640,739
"2023-6-12-22","19.2","19","21.5","1.2","94",4,3,2023,6,12,22,0,400,478,133,745,878
"2023-6-12-23","19.7","20.1","19.5","0.1","94",3,3,2023,6,12,23,0,434,544,178,800,978
"2023-6-12-3","20.3","20.4","11.5","0","73",1,3,2023,6,12,3,0,74,110,59,125,184
"2023-6-12-4","19.7","20.2","9.4","0","77",1,3,2023,6,12,4,0,75,118,46,147,193
"2023-6-12-5","19.4","20.3","8.6","0","81",1,3,2023,6,12,5,0,269,270,61,478,539
"2023-6-12-6","19.4","20.1","10.3","0","82",1,3,2023,6,12,6,0,819,694,137,1376,1513
"2023-6-12-7","19.9","20.5","11.1","0","80",1,3,2023,6,12,7,0,1874,1379,287,2966,3253
"2023-6-12-8","20.4","21.1","12.4","0","81",1,3,2023,6,12,8,0,3018,1797,436,4379,4815
"2023-6-12-9","21.3","22.1","13.2","0.8","78",3,3,2023,6,12,9,0,2448,1439,413,3474,3887
"2023-6-13-0","20.1","20.8","18.6","0","93",1,3,2023,6,13,0,1,250,355,152,453,605
"2023-6-13-1","19","19.6","16.4","0","95",1,3,2023,6,13,1,1,136,214,108,242,350
"2023-6-13-10","21.1","20","16.4","0","63",1,3,2023,6,13,10,1,2011,1384,468,2927,3395
"2023-6-13-11","22.2","21","16.8","0","59",1,3,2023,6,13,11,1,1805,1333,517,2621,3138
"2023-6-13-12","23.3","22.2","16","0","53",1,3,2023,6,13,12,1,1891,1565,646,2810,3456
"2023-6-13-13","24.6","24.1","15.3","0","48",1,3,2023,6,13,13,1,2036,1713,737,3012,3749
"2023-6-13-14","25.7","25.4","16.4","0","40",1,3,2023,6,13,14,1,2194,2103,866,3431,4297
"2023-6-13-15","26.1","25","18.3","0","35",1,3,2023,6,13,15,1,2575,2533,1028,4080,5108
"2023-6-13-16","26.3","24.7","17.3","0","34",1,3,2023,6,13,16,1,3069,2779,1027,4821,5848
"2023-6-13-17","26.3","24","17.3","0","34",1,3,2023,6,13,17,1,5085,3277,1269,7093,8362
"2023-6-13-18","25.2","21.7","21.6","0","35",1,3,2023,6,13,18,1,5636,3168,1525,7279,8804
"2023-6-13-19","24","21","18.8","0","38",1,3,2023,6,13,19,1,4191,2713,1270,5634,6904
"2023-6-13-2","18","18.1","16.7","0","94",1,3,2023,6,13,2,1,92,169,87,174,261
"2023-6-13-20","21.7","20.7","7.3","0","48",1,3,2023,6,13,20,1,3015,2103,1104,4014,5118
"2023-6-13-21","20.3","18.4","11.5","0","49",1,3,2023,6,13,21,1,2143,1715,795,3063,3858
"2023-6-13-22","19.1","17.4","9","0","49",1,3,2023,6,13,22,1,1541,1290,624,2207,2831
"2023-6-13-23","17.1","16","8.3","0","64",1,3,2023,6,13,23,1,1058,948,449,1557,2006
"2023-6-13-3","17.2","17.8","10.9","0","94",1,3,2023,6,13,3,1,69,106,52,123,175
"2023-6-13-4","16.8","17.1","11.9","0","94",1,3,2023,6,13,4,1,73,102,40,135,175
"2023-6-13-5","16.4","16","14.7","0","92",1,3,2023,6,13,5,1,286,333,74,545,619
"2023-6-13-6","16","15.3","15.4","0","91",1,3,2023,6,13,6,1,938,794,171,1561,1732
"2023-6-13-7","16.7","15.3","18","0","84",1,3,2023,6,13,7,1,2113,1614,299,3428,3727
"2023-6-13-8","18.2","17","17.1","0","76",1,3,2023,6,13,8,1,3679,2239,523,5395,5918
"2023-6-13-9","19.8","18.4","17.8","0","68",1,3,2023,6,13,9,1,2899,1809,522,4186,4708
"2023-6-14-0","16.1","15.2","7.5","0","71",1,3,2023,6,14,0,2,525,616,286,855,1141
"2023-6-14-1","15.6","15","7.1","0","75",1,3,2023,6,14,1,2,242,285,141,386,527
"2023-6-14-10","22.8","22.9","12.4","0","61",1,3,2023,6,14,10,2,1967,1309,461,2815,3276
"2023-6-14-11","24.6","24.7","14.1","0","53",1,3,2023,6,14,11,2,1955,1465,570,2850,3420
"2023-6-14-12","23","21.4","15.6","0.3","50",3,3,2023,6,14,12,2,2096,1839,651,3284,3935
"2023-6-14-13","21.5","21.3","9.8","0.3","61",3,3,2023,6,14,13,2,1245,1251,464,2032,2496
"2023-6-14-14","19.7","17.3","24.1","0.6","68",3,3,2023,6,14,14,2,1214,1271,344,2141,2485
"2023-6-14-15","18.5","16.6","22.7","0.7","76",3,3,2023,6,14,15,2,1586,1680,496,2770,3266
"2023-6-14-16","18.8","17.5","19.5","0.1","76",3,3,2023,6,14,16,2,2700,2497,870,4327,5197
"2023-6-14-17","20.2","19.3","18.5","0","73",1,3,2023,6,14,17,2,4165,3142,1108,6199,7307
"2023-6-14-18","16.8","15.3","19.4","4.3","84",3,3,2023,6,14,18,2,4807,3086,1311,6582,7893
"2023-6-14-19","16.1","14.7","17.3","3.2","84",3,3,2023,6,14,19,2,2885,2284,773,4396,5169
"2023-6-14-2","15.1","14.4","8.6","0","80",1,3,2023,6,14,2,2,121,180,87,214,301
"2023-6-14-20","18.8","17.9","11.6","0","67",1,3,2023,6,14,20,2,749,541,200,1090,1290
"2023-6-14-21","18.5","16.4","17.8","0","65",1,3,2023,6,14,21,2,654,643,255,1042,1297
"2023-6-14-22","17.8","15.3","20","0","66",1,3,2023,6,14,22,2,523,493,174,842,1016
"2023-6-14-23","17.3","14.8","19.5","0","66",1,3,2023,6,14,23,2,359,342,151,550,701
"2023-6-14-3","14.7","14","9.7","0","85",1,3,2023,6,14,3,2,83,135,62,156,218
"2023-6-14-4","14.7","14","10.6","0","86",1,3,2023,6,14,4,2,71,115,36,150,186
"2023-6-14-5","15.4","15.4","7.6","0","87",1,3,2023,6,14,5,2,270,270,70,470,540
"2023-6-14-6","16.6","16.9","9.4","0","89",1,3,2023,6,14,6,2,1056,728,200,1584,1784
"2023-6-14-7","18","18.4","9.4","0","83",1,3,2023,6,14,7,2,2204,1448,331,3321,3652
"2023-6-14-8","19.2","19.4","8.6","0","74",1,3,2023,6,14,8,2,3858,2064,593,5329,5922
"2023-6-14-9","20.6","20.6","10.9","0","69",1,3,2023,6,14,9,2,3222,1811,561,4472,5033
"2023-6-15-0","16.7","14.6","17.6","0","70",1,3,2023,6,15,0,3,192,227,93,326,419
"2023-6-15-1","16.2","14.1","18","0","74",1,3,2023,6,15,1,3,79,117,66,130,196
"2023-6-15-10","21.3","19.7","17.8","0","55",1,3,2023,6,15,10,3,796,517,205,1108,1313
"2023-6-15-11","22.8","21.1","15.3","0","49",1,3,2023,6,15,11,3,715,566,246,1035,1281
"2023-6-15-12","23","21.1","16.7","0","49",1,3,2023,6,15,12,3,800,721,278,1243,1521
"2023-6-15-13","24.3","22.8","17.6","0","45",1,3,2023,6,15,13,3,768,707,268,1207,1475
"2023-6-15-14","25","23.9","16.8","0","44",1,3,2023,6,15,14,3,834,776,320,1290,1610
"2023-6-15-15","25.7","24.1","17.9","0","40",1,3,2023,6,15,15,3,939,848,333,1454,1787
"2023-6-15-16","26.1","23.9","19.3","0","39",1,3,2023,6,15,16,3,1226,968,455,1739,2194
"2023-6-15-17","25.6","23.1","20.4","0","41",1,3,2023,6,15,17,3,1815,1083,537,2361,2898
"2023-6-15-18","24.7","22.6","18.9","0","46",1,3,2023,6,15,18,3,2066,1113,529,2650,3179
"2023-6-15-19","24.3","22.4","17.4","0","46",1,3,2023,6,15,19,3,1479,927,443,1963,2406
"2023-6-15-2","15.8","13.8","17.7","0","76",1,3,2023,6,15,2,3,36,79,36,79,115
"2023-6-15-20","22.3","22.1","7.9","0","56",1,3,2023,6,15,20,3,1122,730,375,1477,1852
"2023-6-15-21","20.4","20.3","7.2","0","62",1,3,2023,6,15,21,3,782,609,307,1084,1391
"2023-6-15-22","19.7","19.5","7.7","0","65",1,3,2023,6,15,22,3,634,491,233,892,1125
"2023-6-15-23","19","18.7","8.6","0","68",1,3,2023,6,15,23,3,451,366,184,633,817
"2023-6-15-3","15.5","13.6","16.2","0","78",1,3,2023,6,15,3,3,39,34,24,49,73
"2023-6-15-4","15","13.3","15.5","0","80",1,3,2023,6,15,4,3,25,35,8,52,60
"2023-6-15-5","14.9","13.1","15.8","0","80",1,3,2023,6,15,5,3,118,89,24,183,207
"2023-6-15-6","15.1","13.4","14.8","0","80",1,3,2023,6,15,6,3,363,274,61,576,637
"2023-6-15-7","16.5","14.5","17","0","72",1,3,2023,6,15,7,3,744,502,119,1127,1246
"2023-6-15-8","18.2","16.2","17.4","0","66",1,3,2023,6,15,8,3,1264,706,185,1785,1970
"2023-6-15-9","19.5","17.8","15.6","0","61",1,3,2023,6,15,9,3,1108,660,188,1580,1768
"2023-6-16-0","18.1","18","7.4","0","72",1,3,2023,6,16,0,4,257,257,118,396,514
"2023-6-16-1","17","17","7.2","0","79",1,3,2023,6,16,1,4,141,159,83,217,300
"2023-6-16-10","24.3","25.1","4.3","0","50",1,3,2023,6,16,10,4,774,583,209,1148,1357
"2023-6-16-11","24.9","24.5","11","0","47",1,3,2023,6,16,11,4,776,594,268,1102,1370
"2023-6-16-12","25.7","25.2","14.9","0","41",1,3,2023,6,16,12,4,898,755,342,1311,1653
"2023-6-16-13","23.5","21.6","18.2","0","50",1,3,2023,6,16,13,4,565,567,260,872,1132
"2023-6-16-14","20.2","19.4","18.8","0.9","75",3,3,2023,6,16,14,4,166,236,61,341,402
"2023-6-16-15","18.6","18.7","14.7","1.1","87",4,3,2023,6,16,15,4,364,445,108,701,809
"2023-6-16-16","18.5","18.8","13.6","1","88",4,3,2023,6,16,16,4,807,786,266,1327,1593
"2023-6-16-17","19.5","20","8.7","1.4","76",3,3,2023,6,16,17,4,1154,969,346,1777,2123
"2023-6-16-18","20.3","20.3","11.7","0","72",1,3,2023,6,16,18,4,1281,963,428,1816,2244
"2023-6-16-19","19.3","20.2","5.5","0.2","75",3,3,2023,6,16,19,4,1011,913,358,1566,1924
"2023-6-16-2","16.1","16.4","6.2","0","84",1,3,2023,6,16,2,4,84,102,47,139,186
"2023-6-16-20","18.7","18.9","8.9","6.2","76",3,3,2023,6,16,20,4,745,783,366,1162,1528
"2023-6-16-21","18.1","18.7","6.1","0","80",1,3,2023,6,16,21,4,536,559,272,823,1095
